"Key","ID","RecordKey","External key","Source","Rank","Taxon","Common name","Taxon group","Kingdom","Order","Family","TaxonVersionKey","Site name","Original map ref","Latitude","Longitude","Projection (input)","Precision","Output map ref","Projection (output)","Biotope","VC number","Vice County","Date interpreted","Date from","Date to","Date type","Sample method","Recorder","Determiner","Recorder certainty","Sex","Stage","Count of sex or stage","Zero abundance","Comment","Sample comment","Images","Input on date","Last edited on date","Verification status 1","Verification status 2","Query","Verifier","Verified on","Licence","Automated checks"
502,"28922973","iBRC28922973","","iRecord | iRecord general data","Species","Euglesa personata","Red-crusted Pea Mussel","mollusc","Animalia","Veneroida","Sphaeriidae","NHMSYS0021342679","Beaver site western ditch","SJ54627231","53.24590339","-2.681437878","OSGB","10","SJ54627231","OSGB","Standing waters","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","","F","FALSE","","Scrubby and open ditch, merges with stream","","17/12/2022 18:03","03/01/2023 14:21","Accepted","Considered correct","","Rowson, Ben","03/01/2023 14:21","","Passed checks"
503,"28922972","iBRC28922972","","iRecord | iRecord general data","Species","Euglesa obtusalis","Porous Pea Mussel","mollusc","Animalia","Veneroida","Sphaeriidae","NHMSYS0021342674","Beaver site western ditch","SJ54627231","53.24590339","-2.681437878","OSGB","10","SJ54627231","OSGB","Standing waters","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Ben Rowson","Certain","not recorded","not recorded","F","FALSE","","Scrubby and open ditch, merges with stream","","17/12/2022 18:03","03/01/2023 18:54","Accepted","Considered correct","","Rowson, Ben","03/01/2023 18:54","","Passed checks"
504,"28922970","iBRC28922970","","iRecord | iRecord general data","Species","Trochulus hispidus","Hairy Snail","mollusc","Animalia","Pulmonata","Hygromiidae","NHMSYS0020826431","Beaver site western ditch","SJ54627231","53.24590339","-2.681437878","OSGB","10","SJ54627231","OSGB","Standing waters","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","not recorded","R","FALSE","","Scrubby and open ditch, merges with stream","","17/12/2022 18:03","03/01/2023 14:21","Accepted","Considered correct","","Rowson, Ben","03/01/2023 14:21","","Passed checks"
505,"28922969","iBRC28922969","","iRecord | iRecord general data","Species","Cepaea (Cepaea) nemoralis","Brown-lipped Snail","mollusc","Animalia","Pulmonata","Helicidae","NHMSYS0001701949","Beaver site western ditch","SJ54627231","53.24590339","-2.681437878","OSGB","10","SJ54627231","OSGB","Standing waters","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","","P","FALSE","","Scrubby and open ditch, merges with stream","","17/12/2022 18:03","03/01/2023 14:21","Accepted","Considered correct","","Rowson, Ben","03/01/2023 14:21","","Passed checks"
506,"28922968","iBRC28922968","","iRecord | iRecord general data","Species","Polycelis nigra","","flatworm (Turbellaria)","Animalia","Tricladida","Planariidae","NHMSYS0021057089","Beaver site western ditch","SJ54627231","53.24590339","-2.681437878","OSGB","10","SJ54627231","OSGB","Standing waters","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","not recorded","R","FALSE","","Scrubby and open ditch, merges with stream","","17/12/2022 18:03","17/12/2022 18:03","Unconfirmed","Not reviewed","","","","","Passed checks"
507,"28922827","iBRC28922827","","iRecord | iRecord general data","Genus","Ormosia","","insect - true fly (Diptera)","Animalia","Diptera","Limoniidae","NBNSYS0000135872","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","larva","R","FALSE","","Former duck shoot pond. Contract to Tanyptera Project","","17/12/2022 17:36","16/03/2023 15:02","Accepted","Correct","","Boardman, Pete","16/03/2023 15:02","","Passed checks"
508,"28922826","iBRC28922826","","iRecord | iRecord general data","Family","Chironomidae","Non-biting midges","insect - true fly (Diptera)","Animalia","Diptera","Chironomidae","NBNSYS0000027300","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","larva","P","FALSE","","Former duck shoot pond. Contract to Tanyptera Project","","17/12/2022 17:36","17/12/2022 17:36","Unconfirmed","Not reviewed","","","","","Passed checks"
509,"28922825","iBRC28922825","","iRecord | iRecord general data","Species","Iteomyia major","","insect - true fly (Diptera)","Animalia","Diptera","Cecidomyiidae","NBNSYS0000028300","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","gall","P","FALSE","","Former duck shoot pond. Contract to Tanyptera Project","","17/12/2022 17:36","17/12/2022 17:36","Unconfirmed","Not reviewed","","","","","Passed checks"
510,"28922824","iBRC28922824","","iRecord | iRecord general data","Family","Dixidae","Meniscus Midge","insect - true fly (Diptera)","Animalia","Diptera","Dixidae","NBNSYS0000037200","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","larva","P","FALSE","","Former duck shoot pond. Contract to Tanyptera Project","","17/12/2022 17:36","17/12/2022 17:36","Unconfirmed","Not reviewed","","","","","Passed checks"
511,"28922823","iBRC28922823","","iRecord | iRecord general data","Species","Lonchoptera lutea","","insect - true fly (Diptera)","Animalia","Diptera","Lonchopteridae","NBNSYS0000028481","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","female","adult","R","FALSE","","Former duck shoot pond. Contract to Tanyptera Project","","17/12/2022 17:36","17/12/2022 17:36","Unconfirmed","Not reviewed","","","","","Passed checks"
512,"28922820","iBRC28922820","","iRecord | iRecord general data","Species","Stilbus testaceus","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Phalacridae","NBNSYS0000024686","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Standing waters","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","","Former duck shoot pond","","17/12/2022 17:32","17/12/2022 17:32","Unconfirmed","Not reviewed","","","","","Passed checks"
513,"28922818","iBRC28922818","","iRecord | iRecord general data","Species","Stenopelmus rufinasus","Azolla Weevil","insect - beetle (Coleoptera)","Animalia","Coleoptera","Erirhinidae","NBNSYS0000025285","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Standing waters","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","","Former duck shoot pond","","17/12/2022 17:32","27/12/2022 16:46","Accepted","Considered correct","","Foster, Garth","27/12/2022 16:46","","Passed checks"
514,"28922816","iBRC28922816","","iRecord | iRecord general data","Species","Stenus latifrons","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Staphylinidae","NBNSYS0000023305","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Standing waters","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","O","FALSE","","Former duck shoot pond","","17/12/2022 17:32","17/12/2022 17:32","Unconfirmed","Not reviewed","","","","","Passed checks"
515,"28922815","iBRC28922815","","iRecord | iRecord general data","Species","Stenus flavipes","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Staphylinidae","NBNSYS0000023289","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Standing waters","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","adult","O","FALSE","","Former duck shoot pond","","17/12/2022 17:32","27/12/2022 07:30","Accepted","Considered correct","","Stenhouse, Don","27/12/2022 07:30","","Passed checks"
516,"28922814","iBRC28922814","","iRecord | iRecord general data","Species","Stenus bifoveolatus","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Staphylinidae","NBNSYS0000023270","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Standing waters","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","R","FALSE","","Former duck shoot pond","","17/12/2022 17:32","17/12/2022 17:32","Unconfirmed","Not reviewed","","","","","Passed checks"
517,"28922813","iBRC28922813","","iRecord | iRecord general data","Species","Phaedon armoraciae","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Chrysomelidae","NBNSYS0000011168","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Standing waters","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","","Former duck shoot pond","","17/12/2022 17:32","27/12/2022 07:30","Accepted","Considered correct","","Stenhouse, Don","27/12/2022 07:30","","Passed checks"
518,"28922812","iBRC28922812","","iRecord | iRecord general data","Species","Oulema melanopus","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Chrysomelidae","NHMSYS0001744242","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Standing waters","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","R","FALSE","","Former duck shoot pond","","17/12/2022 17:32","17/12/2022 17:32","Unconfirmed","Not reviewed","","","","","Passed checks"
519,"28922811","iBRC28922811","","iRecord | iRecord general data","Species","Helophorus grandis","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Helophoridae","NBNSYS0000007662","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Standing waters","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","","Former duck shoot pond","","17/12/2022 17:32","17/12/2022 19:10","Accepted","Considered correct","","Rowley, Kevin","17/12/2022 19:10","",""
520,"28922810","iBRC28922810","","iRecord | iRecord general data","Species","Hyphydrus ovatus","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Dytiscidae","NBNSYS0000007521","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Standing waters","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","R","FALSE","","Former duck shoot pond","","17/12/2022 17:32","17/12/2022 19:10","Accepted","Considered correct","","Rowley, Kevin","17/12/2022 19:10","",""
521,"28922809","iBRC28922809","","iRecord | iRecord general data","Species","Hygrotus impressopunctatus","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Dytiscidae","NBNSYS0000149190","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Standing waters","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","","Former duck shoot pond","","17/12/2022 17:32","17/12/2022 19:10","Accepted","Considered correct","","Rowley, Kevin","17/12/2022 19:10","",""
522,"28922808","iBRC28922808","","iRecord | iRecord general data","Species","Hydroporus palustris","","insect - beetle (Coleoptera)","Animalia","Coleoptera","Dytiscidae","NBNSYS0000007554","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Standing waters","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","O","FALSE","","Former duck shoot pond","","17/12/2022 17:32","17/12/2022 19:10","Accepted","Considered correct","","Rowley, Kevin","17/12/2022 19:10","",""
523,"28922769","iBRC28922769","","iRecord | iRecord general data","Species","Fulica atra","Coot","bird","Animalia","Gruiformes","Rallidae","NBNSYS0000000025","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","adult","P","FALSE","","Former duck shoot pond","","17/12/2022 17:25","17/12/2022 17:25","Unconfirmed","Not reviewed","","","","","Passed checks"
524,"28922768","iBRC28922768","","iRecord | iRecord general data","Species","Bufo bufo","Common Toad","amphibian","Animalia","Anura","Bufonidae","NHMSYS0000080159","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","spawn/egg","P","FALSE","","Former duck shoot pond","","17/12/2022 17:25","17/12/2022 17:25","Unconfirmed","Not reviewed","","","","","Failed checks"
525,"28922767","iBRC28922767","","iRecord | iRecord general data","Species","Rana temporaria","Common Frog","amphibian","Animalia","Anura","Ranidae","NBNSYS0000005060","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","spawn/egg","P","FALSE","","Former duck shoot pond","","17/12/2022 17:25","17/12/2022 17:25","Unconfirmed","Not reviewed","","","","","Passed checks"
526,"28922765","iBRC28922765","","iRecord | iRecord general data","Species","Podura aquatica","","springtail (Collembola)","Animalia","Poduromorpha","Poduridae","NBNSYS0100000324","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","adult","P","FALSE","","Former duck shoot pond","","17/12/2022 17:25","17/12/2022 17:25","Unconfirmed","Not reviewed","","","","","Passed checks"
527,"28922764","iBRC28922764","","iRecord | iRecord general data","Species","Pogonognathellus longicornis","","springtail (Collembola)","Animalia","Entomobryomorpha","Tomoceridae","NHMSYS0020770715","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","P","FALSE","","Former duck shoot pond","","17/12/2022 17:25","17/12/2022 17:25","Unconfirmed","Not reviewed","","","","","Passed checks"
528,"28922763","iBRC28922763","","iRecord | iRecord general data","Species","Isotoma riparia","","springtail (Collembola)","Animalia","Entomobryomorpha","Isotomidae","NHMSYS0000868421","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","adult","P","FALSE","","Former duck shoot pond","","17/12/2022 17:25","17/12/2022 17:25","Unconfirmed","Not reviewed","","","","","Passed checks"
529,"28922762","iBRC28922762","","iRecord | iRecord general data","Species","Isotomurus plumosus","","springtail (Collembola)","Animalia","Entomobryomorpha","Isotomidae","NBNSYS0100000549","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","P","FALSE","","Former duck shoot pond","","17/12/2022 17:25","17/12/2022 17:25","Unconfirmed","Not reviewed","","","","","Passed checks"
530,"28922761","iBRC28922761","","iRecord | iRecord general data","Species","Sminthurides aquaticus","","springtail (Collembola)","Animalia","Symphypleona","Sminthurididae","NBNSYS0100000697","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","adult","P","FALSE","","Former duck shoot pond","","17/12/2022 17:25","17/12/2022 17:25","Unconfirmed","Not reviewed","","","","","Passed checks"
531,"28922530","iBRC28922530","","iRecord | iRecord general data","Genus","Coleophora","","insect - moth","Animalia","Lepidoptera","Coleophoridae","NHMSYS0000519098","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","nymph","R","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","19/12/2022 15:38","Accepted","Considered correct","","Hind, Stephen","19/12/2022 15:38","","Passed checks"
532,"28922529","iBRC28922529","","iRecord | iRecord general data","Species","Aphalara polygoni","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Psyllidae","NHMSYS0020472746","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Likely","female","adult","R","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","17/12/2022 16:53","Unconfirmed","Not reviewed","","","","","Passed checks"
533,"28922528","iBRC28922528","","iRecord | iRecord general data","Species","Stenodema (Brachystira) calcarata","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Miridae","NHMSYS0020309847","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","17/12/2022 16:53","Unconfirmed","Not reviewed","","","","","Passed checks"
534,"28922527","iBRC28922527","","iRecord | iRecord general data","Species","Anthocoris nemoralis","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Anthocoridae","NHMSYS0020308937","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","R","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","17/12/2022 16:53","Unconfirmed","Not reviewed","","","","","Failed checks"
535,"28922525","iBRC28922525","","iRecord | iRecord general data","Species","Sigara (Retrocorixa) semistriata","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Corixidae","NHMSYS0020309826","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","O","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","17/12/2022 19:07","Accepted","Considered correct","","Rowley, Kevin","17/12/2022 19:07","",""
536,"28922524","iBRC28922524","","iRecord | iRecord general data","Species","Hesperocorixa sahlbergi","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Corixidae","NHMSYS0000527546","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","adult","O","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","17/12/2022 19:07","Accepted","Considered correct","","Rowley, Kevin","17/12/2022 19:07","",""
537,"28922523","iBRC28922523","","iRecord | iRecord general data","Species","Callicorixa praeusta","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Corixidae","NHMSYS0000527507","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","O","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","17/12/2022 19:07","Accepted","Considered correct","","Rowley, Kevin","17/12/2022 19:07","",""
538,"28922522","iBRC28922522","","iRecord | iRecord general data","Species","Hydrometra stagnorum","Water Measurer","insect - true bug (Hemiptera)","Animalia","Hemiptera","Hydrometridae","NHMSYS0000527548","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","male","adult","O","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","17/12/2022 19:07","Accepted","Considered correct","","Rowley, Kevin","17/12/2022 19:07","",""
539,"28922520","iBRC28922520","","iRecord | iRecord general data","Species","Ischnura elegans","Blue-tailed Damselfly","insect - dragonfly (Odonata)","Animalia","Odonata","Coenagrionidae","NHMSYS0000344179","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","larva","O","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","19/12/2022 12:47","Accepted","Considered correct","","Roberts, John","19/12/2022 12:47","","Failed checks"
540,"28922519","iBRC28922519","","iRecord | iRecord general data","Species","Coenagrion puella","Azure Damselfly","insect - dragonfly (Odonata)","Animalia","Odonata","Coenagrionidae","NBNSYS0000005606","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","larva","O","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","19/12/2022 12:48","Accepted","Considered correct","","Roberts, John","19/12/2022 12:48","","Failed checks"
541,"28922518","iBRC28922518","","iRecord | iRecord general data","Species","Aeshna cyanea","Southern Hawker","insect - dragonfly (Odonata)","Animalia","Odonata","Aeshnidae","NBNSYS0000005626","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","larva","R","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","19/12/2022 12:48","Accepted","Considered correct","","Roberts, John","19/12/2022 12:48","","Failed checks"
542,"28922517","iBRC28922517","","iRecord | iRecord general data","Genus","Plectrocnemia","","insect - caddis fly (Trichoptera)","Animalia","Trichoptera","Polycentropodidae","NHMSYS0020704827","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","larva","R","FALSE","Damaged","Modern duck shoot pond","","17/12/2022 16:53","21/12/2022 00:02","Accepted","Considered correct","","Wallace, Ian","21/12/2022 00:02","","Failed checks"
543,"28922516","iBRC28922516","","iRecord | iRecord general data","Species","Limnephilus lunatus","","insect - caddis fly (Trichoptera)","Animalia","Trichoptera","Limnephilidae","NBNSYS0000008483","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","larva","O","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","21/12/2022 00:02","Accepted","Considered correct","","Wallace, Ian","21/12/2022 00:02","","Passed checks"
544,"28922514","iBRC28922514","","iRecord | iRecord general data","Species","Athripsodes aterrimus","","insect - caddis fly (Trichoptera)","Animalia","Trichoptera","Leptoceridae","NBNSYS0000008512","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","larva","O","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","21/12/2022 00:02","Accepted","Considered correct","","Wallace, Ian","21/12/2022 00:02","","Failed checks"
545,"28922513","iBRC28922513","","iRecord | iRecord general data","Species","Anabolia nervosa","","insect - caddis fly (Trichoptera)","Animalia","Trichoptera","Limnephilidae","NBNSYS0000008462","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","larva","O","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","21/12/2022 00:03","Accepted","Considered correct","","Wallace, Ian","21/12/2022 00:03","","Failed checks"
546,"28922511","iBRC28922511","","iRecord | iRecord general data","Species","Cloeon dipterum","","insect - mayfly (Ephemeroptera)","Animalia","Ephemeroptera","Baetidae","NHMSYS0000066964","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","nymph","O","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","10/01/2023 14:40","Accepted","Considered correct","","Macadam, Craig","10/01/2023 14:40","","Failed checks"
547,"28922509","iBRC28922509","","iRecord | iRecord general data","Species","Gammarus pulex sens. str.","","crustacean","Animalia","Amphipoda","Gammaridae","NHMSYS0021164668","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","O","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","17/12/2022 16:53","Unconfirmed","Not reviewed","","","","","Passed checks"
548,"28922506","iBRC28922506","","iRecord | iRecord general data","Species","Herpetocypris reptans","","crustacean","Animalia","Podocopida","Cyprididae","NBNSYS0000033147","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","adult","O","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","17/12/2022 16:53","Unconfirmed","Not reviewed","","","","","Passed checks"
549,"28922504","iBRC28922504","","iRecord | iRecord general data","Genus","Cyclops","","crustacean","Animalia","Cyclopoida","Cyclopidae","NHMSYS0021051247","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","adult","R","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","17/12/2022 16:53","Unconfirmed","Not reviewed","","","","","Passed checks"
550,"28922503","iBRC28922503","","iRecord | iRecord general data","Species","Eurycercus (Eurycercus) lamellatus","","crustacean","Animalia","Diplostraca","Eurycercidae","NHMSYS0001593567","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","Bentley, David","Certain","not recorded","adult","F","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","17/12/2022 16:53","Unconfirmed","Not reviewed","","","","","Failed checks"
551,"28922502","iBRC28922502","","iRecord | iRecord general data","Species","Chydorus sphaericus","","crustacean","Animalia","Diplostraca","Eurycercidae","NHMSYS0001593336","Beaver Pond","SJ54787230","53.24582719","-2.679038916","OSGB","10","SJ54787230","OSGB","Inland water","58","Cheshire","28/03/2020","28/03/2020","28/03/2020","D","","Bentley, David","","Certain","not recorded","adult","F","FALSE","","Modern duck shoot pond","","17/12/2022 16:53","17/12/2022 16:53","Unconfirmed","Not reviewed","","","","","Failed checks"
